Datetime,CH1,CH2
2022-09-30 07:00:00,0.02768837220583328,0.014250914472777645
2022-09-30 08:00:00,0.2025468732989726,0.04929160876437908
2022-09-30 09:00:00,0.4185969907654894,0.06845583804001115
2022-09-30 10:00:00,0.615053862915001,0.08233213045777742
2022-09-30 11:00:00,0.7775554322000585,0.08878129198944149
2022-09-30 12:00:00,0.8752398963013875,0.10409868973888843
2022-09-30 13:00:00,0.8703206556796355,0.09837407722339574
2022-09-30 14:00:00,0.8399496125468184,0.09207270689747146
2022-09-30 15:00:00,0.7371485046002744,0.08825207730888886
2022-09-30 16:00:00,0.5700935682372884,0.07787624557738237
2022-09-30 17:00:00,0.3524696194391675,0.05807800018416647
2022-09-30 18:00:00,0.11732178169630476,0.0358048147893862
2022-09-30 19:00:00,0.007244254752153288,0.00564451456654646
2022-09-30 20:00:00,0.003727110625277767,0.0024280702586110875
2022-09-30 21:00:00,0.001895796220338955,0.0012320955343150823
2022-09-30 22:00:00,0.002499099456111101,0.0016589676299999924
2022-09-30 23:00:00,0.0023630407510419073,0.0014103106321200218
2022-10-01 00:00:00,0.00180103396026672,0.0010616329210891844
2022-10-01 01:00:00,0.0021837080913888647,0.001226136568333323
2022-10-01 02:00:00,0.0027007737946651554,0.001512642920811325
2022-10-01 03:00:00,0.0024173110672222092,0.001424635218611102
2022-10-01 04:00:00,0.0015110012333981466,0.0009243689824951238
2022-10-01 05:00:00,0.0018963434504028732,0.0010276133525979354
2022-10-01 06:00:00,0.001630610715833316,0.0009130246830555463
2022-10-01 07:00:00,0.029484290418449542,0.011666341465962678
2022-10-01 08:00:00,0.2142939755047226,0.04068141947333302
2022-10-01 09:00:00,0.43213540037149106,0.05610053668268967
2022-10-01 10:00:00,0.6315887559702696,0.07252413929758346
2022-10-01 11:00:00,0.7941227697508307,0.07901163160055572
2022-10-01 12:00:00,0.9019568038413464,0.09478232350986329
2022-10-01 13:00:00,0.878252021747505,0.08660673579416649
2022-10-01 14:00:00,0.8465731133556579,0.08535243078688516
2022-10-01 15:00:00,0.7394748115229226,0.08694660729174764
2022-10-01 16:00:00,0.5662751035033347,0.07315313992111104
2022-10-01 17:00:00,0.3497746322631284,0.05767172950902971
2022-10-01 18:00:00,0.11399106917805532,0.03482511580638912
2022-10-01 19:00:00,0.00690953145568218,0.005525309303973559
2022-10-01 20:00:00,0.0023039397243678574,0.001408212916921363
2022-10-01 21:00:00,0.003654804947222221,0.002327954715833298
2022-10-01 22:00:00,0.0017446691005834891,0.0011698935562656251
2022-10-01 23:00:00,0.0025355714238888705,0.001514629827222214
2022-10-02 00:00:00,0.0030584882672222,0.0017830665031953116
2022-10-02 01:00:00,0.001827848299527623,0.0010951964434565027
2022-10-02 02:00:00,0.0024790398561110867,0.0013917192872222033
2022-10-02 03:00:00,0.0023991580130591616,0.0014076656476799032
2022-10-02 04:00:00,0.0025760553036110953,0.0014122347588888765
2022-10-02 05:00:00,0.0013547666432342255,0.0008154699027507569
2022-10-02 06:00:00,0.0024265195929424744,0.0013737372950819624
2022-10-02 07:00:00,0.028212109588611072,0.012615602617777623
2022-10-02 08:00:00,0.2080419885890529,0.04584158778271712
2022-10-02 09:00:00,0.4269468009619427,0.08302318261750057
2022-10-02 10:00:00,0.6332528860294514,0.09811806408641342
2022-10-02 11:00:00,0.785546920077246,0.0893286147035294
2022-10-02 12:00:00,0.8765084797630603,0.11694785299972192
2022-10-02 13:00:00,0.7370733597843848,0.27313580050430686
2022-10-02 14:00:00,0.8141295257497217,0.2029913177461115
2022-10-02 15:00:00,0.6488718482167275,0.20792169070186203
2022-10-02 16:00:00,0.3733408729922198,0.26777047055626485
2022-10-02 17:00:00,0.22567322685638835,0.16804780652777668
2022-10-02 18:00:00,0.12852427478517145,0.09837759726425839
